"variable","gene_name","coef"
"ENSG00000126709","IFI6",0.24603722344378
"(Intercept)",NA,-0.97457881463098
"RenormalizedAge",NA,-0.473436262277016
"RenormalizedGender",NA,-0.00509136485103299
