"variable","gene_name","coef"
"(Intercept)",NA,-3.14966520055458
"ENSG00000099139","PCSK5",0.0151098679863143
"ENSG00000115590","IL1R2",-0.0537371806170219
"ENSG00000125538","IL1B",-0.0628065733907626
"ENSG00000126709","IFI6",0.402452261012048
"ENSG00000165949","IFI27",0.0146402216992968
